user_id,event_type,value
1864,click,74.2102403851836
6990,purchase,57.01979241658032
12274,click,79.72449379985804
5727,view,36.51463597667152
21981,signup,30.344933895904916
33420,view,68.60180000166109
32721,signup,58.48319141424881
23555,view,62.51449900490525
42754,signup,45.43139900964007
28262,view,26.630327684302458
3960,signup,30.80705962339777
38250,click,65.60974416491612
28730,purchase,60.643503974994566
31736,view,60.91071693472083
28269,signup,40.71687891784594
27679,view,24.67804190507401
4529,view,38.41185980039554
27960,purchase,33.913623741167754
39745,purchase,82.26913802122013
15198,purchase,72.57028500687127
30142,signup,38.0243434949641
1541,purchase,92.21754620082962
17375,click,58.01005116084684
21836,signup,47.31643882798789
49136,purchase,43.08568761319333
10730,click,68.65633328302974
13828,view,38.44793052938435
20427,click,72.82425680696804
49633,purchase,41.66606838461655
42670,purchase,60.92496802813048
1735,signup,67.96059923908483
11697,purchase,34.64492139669989
41083,signup,59.20023526785951
2916,signup,75.16278102135324
42783,view,29.43595816666278
14069,view,51.28232953974974
45882,purchase,81.1379131595456
14680,click,59.1673333214152
21716,purchase,50.77666210923849
33096,click,67.90066240752645
6314,click,84.8163800927953
27852,signup,64.08726093499058
25251,view,83.84528658953647
39195,purchase,49.894021987063475
49805,click,74.40039462213491
33216,view,36.52131925446005
20459,view,87.77180692609441
20319,signup,53.472381624719866
20898,view,53.788480859624954
40701,purchase,79.35938606526952
16061,purchase,53.60309916422171
8349,click,47.56955363981567
16715,view,40.10282985346462
1136,purchase,59.08307096532571
5308,view,46.50346754129154
4503,signup,45.521306524378794
38577,view,71.35907766513684
36118,view,67.2679846251672
34838,click,30.370223750521582
23094,purchase,29.99101045083469
35853,purchase,11.773257328772374
8064,view,21.892759612270286
45031,purchase,91.52984695475719
25052,signup,45.59430573292449
46902,view,64.12421309428368
7616,click,51.171360549270574
24867,click,67.84401630132197
34816,purchase,68.62365617806728
24781,signup,13.94189506712977
22308,purchase,49.623262916668494
8311,purchase,52.49678980542508
19051,click,61.25692039080799
11939,purchase,39.94164350492196
15076,purchase,57.176979143496816
34185,signup,40.95024492018253
31514,view,31.527606498236633
30360,signup,43.78290273998449
18091,click,30.550534918054947
47984,signup,69.84211181866279
4383,purchase,49.13814666577221
17130,signup,32.56674521346615
5901,purchase,49.273181517505044
16947,purchase,51.06865610792225
48094,signup,29.14791230730501
18313,signup,66.32074960802568
45429,signup,47.612615133306434
24753,signup,59.22411052288633
34985,signup,43.170680679294925
22871,purchase,33.209903338866795
13294,click,28.991279724822874
38211,view,66.38586281951709
48458,purchase,67.99594352454761
13176,signup,36.90500176520392
38937,view,35.818192966651566
13057,signup,21.369951443133267
35844,purchase,66.93518397997987
39450,signup,58.28592797353286
22468,purchase,29.14524947953376
36846,purchase,89.15123984986437
13612,signup,58.9532467590685
3963,purchase,41.711137592235055
4820,signup,65.13387347051416
22351,view,47.21393027361787
45130,click,23.591132996573144
6379,click,33.04888770830922
22789,purchase,52.70127901491894
35201,click,52.01960583580029
10118,view,44.51299210289755
36081,click,69.41814522142522
15298,purchase,24.822367003073133
40433,click,47.02314809973837
28961,purchase,41.97955825804215
27345,purchase,73.9180137072891
8839,signup,39.086309466118145
23160,signup,64.69853277448954
42830,view,79.29881279279543
977,view,53.53873865442283
37926,purchase,66.22241439407969
24638,purchase,66.06106318491345
35973,purchase,67.49575031866073
33165,view,30.580985015396145
21605,purchase,52.376016258163276
15434,click,28.626188786666724
31365,click,71.44610831962416
7012,view,16.063279237100488
29205,signup,60.27974377112937
4735,view,47.71590980947502
32492,signup,43.42880091170517
31437,view,14.171764526306255
4223,click,48.47428107128822
37874,view,22.83170138193452
20790,view,42.54590427699271
39344,click,52.06329679297571
2081,view,51.115561422299415
8973,purchase,42.50702409656153
24700,click,26.144259803411675
9412,signup,45.90591836491485
16493,click,81.96192511590117
33030,signup,34.57119443133673
7227,click,48.17843398803577
33885,view,68.30145867929765
5171,view,55.55423491921003
8760,view,45.62765575718154
29382,purchase,11.433694797844772
39674,view,36.37729954643927
8530,click,51.17668696433995
15000,click,48.77370920719703
46256,signup,60.0619236622268
49484,purchase,11.487477922824048
29053,signup,18.363098729684168
22352,click,55.11067706656001
17344,purchase,20.491389646140856
30622,view,28.71106539802033
29546,signup,41.7373954576682
14738,purchase,49.29473874831673
1141,click,56.18416821597506
7575,purchase,104.99394960853158
47928,purchase,58.63790805174242
20908,signup,49.500070027469775
24115,signup,42.52693234402925
23355,signup,72.84782002511183
39136,view,16.668536387884018
3248,view,35.88018602055158
4137,purchase,39.85996545312606
13793,signup,49.103219436345846
24333,click,48.107824329703185
33556,view,43.667016230425304
24535,signup,51.2342180336829
22058,purchase,62.90263766661763
46891,view,19.189609825507485
8051,click,69.73198723477029
28586,view,15.140423617938936
27112,view,26.97125854708412
23674,signup,49.45228175910499
40380,purchase,39.98417804904082
13349,view,58.95892534761668
47688,signup,74.90023974334994
16579,purchase,18.556014508260695
27250,signup,41.01542700419413
26034,purchase,1.9715404820432454
42489,signup,48.62714424016606
21946,purchase,56.310053389442736
14228,signup,36.515269364555564
1081,view,57.544859761799884
18184,click,55.957595555610006
41314,view,38.556608347448595
496,signup,57.82027854336289
44808,signup,28.010538191602656
27141,purchase,42.656413437675106
7013,click,56.842275321316464
15109,view,54.52085475686624
27702,click,49.959084084624024
15785,view,54.06442594890752
5429,signup,43.07036181280775
33299,purchase,50.70812620036266
33612,click,35.635068932496246
5944,view,59.184294110446054
14062,purchase,66.65617332073097
12194,signup,40.44175712386084
32971,view,49.13554042413746
36515,signup,34.2311142462361
36350,signup,67.07029102011148
46938,signup,72.62296937276875
38432,view,63.547868572828335
16034,view,74.35826146066486
5387,view,77.98438676215657
30732,signup,66.03454749951301
45800,click,91.64588134468625
48757,purchase,58.35882655401497
11511,click,28.84278952691052
11823,click,54.71512100306944
1871,click,60.351993628193014
7063,click,20.941682868788355
27743,signup,89.32522871118485
27340,click,61.818652931461344
18546,signup,45.179656136036456
15498,click,65.74129420638224
41489,purchase,54.335467410705846
23002,signup,59.76989203373103
40412,signup,67.62530730079936
48160,click,65.23739363062535
15857,purchase,69.8337143016326
10137,signup,61.50204812099841
47645,purchase,55.08210702060772
31741,view,37.4118930454604
14546,view,57.18389882166482
31093,signup,39.975062842082046
25753,click,47.02629075502827
45276,view,60.54438088918203
12798,view,44.39225330826574
49569,click,34.634732693999325
46802,view,71.61084491166464
9035,click,66.63828322133959
8231,purchase,25.82377998157236
26658,click,44.51164043850171
2246,view,40.81645607453858
14940,click,26.856178847394606
21755,view,39.20605223379218
48468,signup,43.07266231842817
49618,purchase,37.2799388136271
7577,click,36.38091970351109
44583,purchase,63.16413777429676
4547,view,27.849759300202592
37430,view,55.54745856185869
42282,signup,66.81132209816248
44539,purchase,52.65628522373487
11171,purchase,51.948539390709676
44672,view,34.19470648388399
5799,signup,60.12808566010266
25943,signup,16.335774487030235
23477,click,59.24959657494895
15797,purchase,56.80542714492843
1106,signup,40.286234134049266
38600,view,32.03475735865369
16779,purchase,26.250159910066436
33083,signup,90.48910309307956
20511,click,25.409244462179284
18683,purchase,32.25762625815585
44314,signup,34.40027101366192
4724,view,60.83836610322233
36831,purchase,48.07530346320775
37339,purchase,49.73695847224582
19000,click,49.984204970280935
13123,click,39.62456985364992
266,signup,82.61131350264856
46840,view,89.82657187179706
47386,signup,90.20380693647704
12049,signup,35.75897591653904
1596,purchase,38.86434755795313
6138,view,34.797141774350905
3383,signup,54.25393095190919
41555,click,56.82334458879186
44595,signup,19.86567870819037
7665,view,46.83813137456316
37337,signup,66.938427783018
8964,purchase,71.41667240637813
18361,view,37.215584984236145
29969,purchase,33.8695444043414
35996,view,51.10532280845637
43728,view,43.27356363798439
2240,view,70.70915130504318
9822,purchase,69.64608424957042
14026,purchase,77.89814412829139
15516,click,28.941978718901794
49901,purchase,35.07339676931745
38870,view,50.47214519008641
16021,view,10.787973730096617
48591,click,63.02726893554075
24965,signup,56.01882189079773
25037,signup,78.71917923578624
21685,signup,67.84784682499179
7195,view,63.31642748592617
46718,click,49.67861445387348
697,view,60.55580079804565
8714,view,89.07985230443383
11483,click,56.286510437764115
13965,click,39.20200891108004
6591,signup,52.53521005319868
899,purchase,70.783370457169
33883,view,66.11512256276438
48465,signup,65.37542760372087
6092,view,55.90556701333659
14827,purchase,56.603549055271614
25316,signup,76.52725798655294
46375,view,44.96034148940899
34713,purchase,39.500431406225566
38309,signup,39.46696212571004
29056,click,58.20418222688285
20852,signup,32.448272856936455
9989,view,50.112951317878306
43215,signup,36.070822365459705
40206,purchase,55.431042968650196
1256,purchase,15.084962497342318
35770,click,41.19704688656147
4220,click,61.36021379628113
36949,purchase,73.53477228470655
41297,purchase,57.569478328620264
6553,click,21.569390787125492
21692,purchase,31.92175743138438
6188,view,59.39608327168388
28364,signup,53.48958083522443
46378,view,75.19060229705254
4044,signup,87.9726010588808
19879,click,57.1531656677906
48656,click,32.75020438185081
15048,purchase,76.46156899681266
6611,signup,25.528385021048944
24429,purchase,40.9561672846488
25419,view,52.95406305502339
33143,signup,50.231462190065976
15687,view,56.54359302139677
47781,click,57.26030318306604
26051,signup,45.94816063071817
14323,purchase,40.3311281690532
48014,click,28.258415313104265
46240,click,86.76838730225738
24958,click,39.231239768965025
1243,purchase,36.36908396294807
29847,view,29.077480049484258
27760,click,22.3303093040723
7411,view,63.443267624590035
31699,purchase,74.01153519870839
42039,signup,49.16697175003282
5295,signup,60.621379336602104
36166,purchase,47.780115312392496
7017,click,44.21317545085048
37441,purchase,36.57970974887907
20956,signup,23.35395360105479
326,purchase,35.953293765203014
48311,view,70.15928687353525
8299,click,52.26237629805229
29802,signup,29.854214459931697
9074,purchase,39.361332623660175
46651,click,42.81497787978906
36916,purchase,61.04563041615157
40218,purchase,56.033968587591986
21604,signup,24.201438574602882
23369,click,58.92422831392831
31715,click,51.16138257438414
39238,signup,65.04148563242659
42349,view,85.38176239244018
892,purchase,48.227060947036705
33178,click,83.71825921828949
5458,view,64.46677763137592
14397,signup,14.987784838875719
41471,click,93.06314680715828
12526,view,57.26097927845934
39841,view,49.441994310503134
23150,signup,43.34802878489531
11632,signup,71.7749743145022
16712,signup,52.07533402642938
26538,view,67.32108880329545
38257,signup,34.11967067305964
30301,click,75.64231489480069
46661,signup,50.57976526663302
43387,purchase,13.978663215838566
37667,click,51.539715995951354
30155,click,9.105970409673162
14493,click,54.36045641717517
20629,signup,64.84405867852107
5945,purchase,41.654495175690926
18709,click,44.497904411526385
46323,click,41.22064298019784
21294,click,34.407641432783834
5687,purchase,80.68972714988732
32596,click,50.02926084349842
48130,click,17.292155590164583
43374,signup,62.56074098525776
13704,signup,24.926392586357508
22695,signup,55.76411095750029
26551,view,50.39820942124882
12392,view,46.915200111254066
13435,purchase,40.21378238820828
11833,click,64.92955685985396
49729,purchase,26.3556477544464
37300,click,43.80138208170091
42042,signup,69.10411154018952
40828,click,31.405576971405434
47957,signup,71.96509916257196
5264,click,22.557456477408202
44081,signup,37.940627809341166
3328,signup,38.11761768299622
23771,view,61.97930835900613
29722,click,9.884403182153719
17893,view,13.378181827887751
7309,purchase,71.50027050580297
9615,view,28.603592647320482
41233,click,21.07870674986504
15936,view,40.20066814295348
15517,signup,13.977193224341818
46168,signup,13.115035761676019
7194,signup,76.03477844837047
45763,view,80.54899488736848
46048,view,63.92823734220772
29928,purchase,73.73516438832681
8277,purchase,33.14379455450009
7793,click,83.43440502090904
14236,signup,18.932901442018885
28871,signup,22.129976180413287
7681,purchase,93.43628672005678
22783,signup,54.86853993436482
5775,view,74.00109511193904
27014,purchase,84.59964722590976
1058,signup,53.047062224231865
35452,signup,17.994141568051695
2770,purchase,61.09742296812956
9741,signup,60.55437575239284
8732,purchase,57.34357764471042
41549,click,38.21260848291987
2670,purchase,46.84634888675658
21463,signup,26.80042988397762
29557,purchase,58.14090294240552
25800,view,47.426863267146906
34036,click,73.97266607900119
40155,click,11.784937785447902
19682,view,25.54802856547422
41411,signup,71.86382395696872
15900,view,27.794227558103394
49221,click,51.76450275790779
25226,signup,79.73329420554609
36800,purchase,47.75515709122436
43750,purchase,72.65752692304625
39632,signup,49.08105205856002
42556,signup,65.50149147220903
26826,signup,83.98303083414835
2174,signup,41.41457800748532
24654,signup,39.43336328170792
9075,purchase,39.39907636318371
44455,signup,55.203329094957475
11838,signup,33.57145631106363
11404,view,45.536424896816314
12470,view,81.77453825418307
32128,signup,64.46992949115882
28562,signup,48.83659578827934
47442,click,46.302664989506354
20813,click,43.34596792207857
14114,view,50.99540816754109
2463,signup,6.94068096489778
354,click,50.61268882585954
18681,view,85.12704225534631
46290,purchase,57.11326359620863
26188,view,81.25640312269591
44677,click,56.922149026050576
5084,signup,19.94749599165892
4666,click,49.15193139114168
41673,signup,56.49353600544873
5337,view,57.859512527843
2599,view,22.416087322656765
20205,view,50.19878819507422
46242,click,56.25035330468026
34469,click,52.55770819311577
4956,purchase,68.65157118420534
41856,click,33.45456211246852
42178,view,47.20028887076987
40035,click,62.9095553819937
45132,purchase,37.616512054058866
11994,click,42.32544935819976
48978,click,73.34627714956646
16035,purchase,46.57812660318795
40101,view,37.499653344683665
28968,view,64.40349579493781
38974,purchase,75.71709968245747
31391,signup,65.92615000541446
32124,signup,49.61119887867775
30814,view,55.71397100330955
38950,click,35.3880251739714
36952,view,36.891401963119876
6728,click,22.31784001196094
41302,view,47.53832528038667
26803,signup,34.92012293878239
16154,click,41.59444383719004
25711,click,48.154088459353204
48349,click,48.35893885265666
42878,view,55.71812413667546
41685,signup,29.411531260001524
23140,view,53.337006609490636
39207,purchase,49.9803966810502
19255,click,52.345001102132066
34308,signup,17.21085432629137
31978,signup,91.98438790663427
12490,purchase,34.411681946097445
13323,click,39.678197690055796
3057,view,14.792701619879736
6989,purchase,59.07513815873087
21681,signup,71.05758877359801
23894,purchase,18.001044398824384
8256,click,45.41752794281923
20845,click,52.62047592705406
30209,signup,58.712263849930636
11629,purchase,91.62931870074162
16912,view,80.6804474827652
18376,signup,43.97252889643423
25253,signup,13.92802948480508
18320,view,43.79249850452918
36847,signup,46.06619616216637
16375,click,35.35530508796303
21695,view,35.15826442827209
18973,signup,23.37465514211537
9146,click,49.951347503049085
34287,click,50.43907586843709
11773,signup,21.300101212621087
14844,purchase,46.54187898665668
39637,purchase,98.06392520144462
47442,signup,37.03835046974168
33542,view,63.369690134453236
45817,click,53.436713171316875
42709,signup,65.80486071945364
24046,purchase,56.662319507313796
38514,purchase,24.313569141789667
16418,signup,73.42138011376122
23025,signup,49.75126211402779
26772,purchase,8.628687375590957
48024,view,74.5096905816442
42428,view,114.54337665507748
24463,click,77.9763948628122
32629,signup,30.913001378356853
10118,click,40.322346865483055
40219,signup,74.6297585101438
27652,purchase,42.68735564831197
26636,view,76.5966652530694
38314,signup,44.06185404655789
31646,view,73.20745046315585
3624,signup,86.11456520271832
14408,view,53.728002593241584
8836,view,33.96739373629144
36744,signup,27.872915024421342
1758,signup,57.34332216088069
10121,view,54.40930154020408
29872,view,75.86921497832506
34740,click,47.65080908840667
25165,purchase,65.88164090948814
43036,signup,52.05356890892416
45947,view,21.42721260422691
6606,view,42.6357758828154
47625,purchase,25.734915866971086
30719,view,46.26816546510043
31811,purchase,38.856820738881524
4755,view,16.747197252658033
31093,signup,40.828371082432284
36286,view,55.11640752208134
29039,view,31.748217418568707
4225,signup,47.396189468970256
26161,view,58.941942485448614
46797,purchase,34.91846611028987
36171,click,62.70712113788174
6871,view,43.84974137891905
47996,signup,14.378231440354206
47944,view,40.19209821592011
8470,signup,65.59242455186649
40044,click,40.26040920494784
20336,signup,71.87511785377374
29684,purchase,38.26999621622799
22259,view,45.24315092001435
39131,click,38.185852514545466
49832,purchase,45.123865060998305
39755,view,43.66609354067958
46568,view,39.455109772395026
47301,purchase,17.951603564326895
4506,signup,46.12052166513234
12669,purchase,23.476652367816943
36093,click,22.191028931838126
29504,signup,56.970330629645375
2508,signup,61.67875959345936
4753,signup,47.37500559193641
26027,purchase,46.372081666987896
30808,click,50.50861429403985
8386,purchase,35.18861784532827
8565,purchase,61.593692151213375
6467,purchase,49.81487270248458
28247,view,68.58131571298694
393,view,0.0
28621,purchase,56.89406333323375
23796,purchase,88.54923570869535
23299,signup,52.5108924087956
33964,purchase,9.615157578772589
26132,purchase,22.6492180420284
36387,signup,54.70460962564679
38196,click,41.38756051745918
46005,view,19.96977852049834
39962,view,15.191801089138167
25885,view,66.76082612756107
24608,click,24.59158583413586
11786,click,23.02699575824893
29980,purchase,55.338672673452024
6957,purchase,45.326059453102815
46561,view,55.09889611970275
42252,signup,28.75558442605438
5987,view,68.01673148678131
39298,purchase,69.56929391852331
5856,click,44.06896746700897
36061,click,39.96166931063963
4386,purchase,63.24644202702633
24410,view,68.07251213732528
32893,view,50.99016381178085
36440,view,46.52014664188018
20930,view,71.91118076574377
46081,click,88.04871813499473
38716,view,62.57153667474108
10414,purchase,60.43842176541382
33561,purchase,47.146674263952605
36526,purchase,43.621042139263395
16682,purchase,69.95976459082607
36911,view,50.71669918743518
44918,purchase,81.24174910896197
40855,view,60.23529892351581
38126,signup,78.77293776721106
31725,purchase,12.390359299220805
13527,view,53.10129896231935
39761,signup,7.731664136686682
18210,purchase,78.72190313749626
26610,click,67.2662450972017
15722,click,44.26651931643302
15651,signup,72.68132194964247
7881,purchase,22.59649235283847
48064,click,3.3769480599866526
7390,click,43.000623032179945
4313,view,63.36391768128612
46806,view,35.40675123663051
27751,signup,14.780321684211842
21895,purchase,47.567808352452595
36874,signup,61.67182978000149
19166,click,68.49146639064836
6396,signup,53.129996123006364
36484,click,26.59793942314689
8800,click,34.90571935793844
27650,click,48.28075615652186
47453,view,77.00917627114244
46807,view,34.98762153978369
18039,click,25.472952721280713
39015,click,65.10159251920857
30634,purchase,37.14885304483499
23968,click,62.213247995140165
6997,view,74.37000023407232
18818,view,18.062202302412473
32596,signup,64.93981655716884
49331,click,33.068304803891586
245,click,26.15522852563632
35888,signup,54.63788873535273
42316,signup,47.60088777515925
47559,signup,17.37816434539345
21190,view,58.93690853500248
5924,view,55.622482885958114
13549,signup,54.27455116397694
42526,click,49.84366489684171
43896,view,51.78820574457978
31854,click,65.54953896242317
6137,view,53.944967123344426
6096,click,27.8852771582773
23909,view,49.06416585088581
29413,view,59.04472139677673
1619,signup,41.764949498811035
34305,view,82.71760783904045
27225,purchase,59.35512071093925
616,purchase,56.59470609462869
4784,signup,61.88525814274528
22716,view,47.271786283530155
36129,click,63.07636922742863
41270,click,59.44014231043493
21565,signup,51.02093575796087
14768,view,53.999677018859785
48415,click,49.08079835838992
22927,click,65.66717964418024
15770,purchase,33.453814346320726
22116,purchase,43.67582304643352
605,click,14.076508814947452
15097,purchase,68.8323760000124
25778,view,71.36833139924711
45922,click,36.209741813532816
36911,signup,18.93931664297658
39064,click,62.35298274543152
27245,view,56.170558212606494
5530,purchase,65.17267018533536
19546,signup,65.35483700263342
49851,click,28.642741687688158
2209,purchase,61.375418238089
43960,purchase,54.11297795711302
34225,purchase,75.00597649242879
14196,purchase,31.229111568799436
38899,signup,75.16044357709089
41844,purchase,52.323259623095154
2161,signup,58.668690175143055
5321,signup,14.280495804517521
33287,signup,39.5878615267831
49955,purchase,73.98004391916423
1199,purchase,43.03185521532295
33284,purchase,70.43607690660988
6827,signup,25.069705669235532
32506,click,59.462255364133576
31166,click,33.93179205723823
4522,view,85.69598004728803
34036,signup,84.72042711230338
44851,signup,71.08293418821971
43172,purchase,79.84660284491555
1450,purchase,62.32034554996591
12296,click,110.49429958260848
12042,click,49.72564785761179
22665,signup,57.33946041739734
7151,purchase,54.05495365290025
42717,signup,38.72321324005312
38838,signup,20.548801396059297
40417,purchase,44.237497962049495
9911,signup,48.89802847469712
729,view,64.94900564614923
45532,purchase,51.62225231063885
14446,signup,102.206958536029
32813,signup,19.459068626793567
45471,click,52.30855779706508
1809,signup,44.398429622469926
274,signup,74.09129871231278
272,purchase,81.40076068559732
7817,purchase,40.21322753833313
2583,click,69.24972343209086
40999,purchase,53.50425533488643
30296,click,56.3262867422381
49002,purchase,54.001630405276714
40074,purchase,57.11957654283121
48159,view,32.411963266262575
11928,click,57.342792067268974
14390,click,45.260143488036086
42470,purchase,56.94069878120364
12244,purchase,63.03777424971422
2862,view,71.87793815453267
33456,view,77.80011017371841
40048,view,48.813474776478394
48409,view,36.30532486179004
46389,purchase,45.85373940644841
6012,purchase,78.38335816500225
38605,view,51.29216265470621
42306,purchase,33.391540997795566
34906,purchase,52.606759371750236
40990,view,39.779327560800226
41899,view,40.285056538947636
22328,purchase,36.39211847661237
2008,purchase,60.53615283658368
22810,click,48.721140665247056
10089,signup,70.17737652421324
5687,signup,23.47546634656765
6247,purchase,50.203486777913334
34869,click,38.69719721275063
25227,signup,86.78791866066089
26992,signup,86.40222062099448
37259,purchase,15.289791279162344
27413,view,95.65487824902726
31500,purchase,41.67735075763398
4302,signup,47.497459252335105
42556,purchase,19.24967467945048
22439,purchase,62.214823016836895
7761,purchase,15.553322712619128
40666,purchase,50.85166204830717
36731,purchase,55.65116058832132
2652,signup,56.1492329523915
9652,click,79.9006812703196
788,click,49.21176672813653
13538,click,56.72905728083486
4999,signup,35.902945872436725
35495,signup,51.44625312374477
26128,signup,77.94074348324713
49010,signup,68.29376509718679
37471,signup,81.66463302571498
30577,purchase,71.07646241710313
25466,signup,45.999813910630984
2725,click,83.1312137507898
3510,click,58.74220983778063
30815,purchase,60.51059687840025
219,signup,34.309749468635346
2118,view,86.6340656786177
10957,purchase,26.402979793903146
44207,click,2.4837851323525513
22947,purchase,36.764393010210895
35479,signup,65.76271533275568
20578,view,53.29726229931301
8657,purchase,27.993522169492632
18558,click,39.0231114121177
4586,view,65.81287273488121
38512,click,21.100922723201446
9177,view,34.489003839862036
18819,click,79.10035188256612
49001,click,37.01628370295887
29598,view,69.23555102617848
22928,click,20.880773348814962
27151,signup,50.25289460616594
39204,click,58.28061422310666
12724,purchase,24.39246356501564
31820,view,57.08406688051585
43634,click,49.84676014876791
28621,click,49.84116441726648
22327,signup,69.85921872791809
7257,signup,44.77325430388177
12415,purchase,28.928815669684397
47301,click,85.72596190598763
27063,view,79.50198275869504
15067,view,49.84053300089389
20918,view,67.08230450401328
28901,view,47.11494637420067
26877,click,47.87401506610001
34989,view,49.5788940655034
12875,view,58.571178391798455
32462,signup,47.06982805845064
22134,view,73.85969526705647
47029,click,35.89031359644822
7896,purchase,57.67193917937069
7422,signup,62.30761942181484
23083,signup,56.71841410021576
25418,view,58.28909553344616
34544,purchase,27.30953947566188
20202,click,50.621058081608226
45685,purchase,65.61105778249767
23708,signup,24.750076705828956
6467,signup,41.11629776373145
5961,click,72.2100932431297
48670,purchase,29.946454562457138
6705,purchase,54.47774533784663
47392,click,59.209677770347355
13904,purchase,36.29257995632781
4671,signup,66.43282676587779
15235,view,103.62127134560322
30735,click,51.0714338887399
21395,purchase,65.67274305235588
39279,view,55.521369209820236
30549,view,46.59661296483123
20039,signup,48.56094692447984
31731,purchase,14.034994350537836
48573,purchase,76.54915511177452
20591,view,60.52122206513294
7673,signup,79.21168382873212
20439,view,59.65925731448881
42005,purchase,49.69942649171039
10882,view,58.75970135708736
47457,signup,21.342405903462954
29415,click,78.28800349600876
30079,view,55.656720653284225
15852,click,41.82277246794198
46022,signup,58.76498283777072
1803,view,53.77762455196839
14934,view,39.91442899683965
20920,signup,54.19435078964085
23864,purchase,60.24187227495529
23707,purchase,64.92092075866918
7397,view,45.94675901912174
11280,click,34.504229514570056
4763,click,61.24428739284632
28623,purchase,48.53899652978072
17544,click,33.08993877156395
28289,view,58.78138758043587
29486,click,63.263525701221006
35100,view,25.395853832193538
27352,signup,25.186573078746637
32397,view,73.53269237840678
29357,click,57.42592823731341
32622,purchase,0.0
30832,signup,50.341870580819254
15811,signup,79.11852965502027
12314,signup,55.69009487024951
39371,purchase,37.39846403062917
17135,click,79.166934599139
27457,signup,102.81643925126832
9849,click,48.859298147923774
21571,view,23.537583166437727
26483,signup,66.74668916040687
31300,view,29.48926372767629
26319,signup,57.15094336829654
18033,view,61.09041609845461
48088,signup,47.863434137000475
25637,view,62.957081231175955
40415,view,21.58610976979827
36835,purchase,65.46358629183823
27916,purchase,20.43897649540018
44320,view,38.91988485251664
6414,view,33.013654809464875
46052,click,26.748522656369943
42511,purchase,65.32172529650461
25182,click,84.53945519187215
36669,view,85.31095275271707
26014,purchase,66.08386809321635
13438,signup,26.117195754814503
39993,click,74.43105729123957
12296,signup,53.36768935828643
15723,signup,103.95741301325536
25965,view,47.90437583276695
41869,purchase,35.55205412748138
19196,signup,51.50699796045266
24707,signup,51.05950672420165
